"Name","Date","Period","Data_completeness","Cumulative_cases","Seven_day_average_new_cases","Seven_day_average_cumulative_cases","Cumulative_per_100000","Log10Cumulative_cases","New_cases","New_cases_per_100000","Case_label","Rate_label","Proportion_label","Seven_day_ave_cumulative_label","Seven_day_ave_new_label","new_case_key","new_case_per_100000_key","Days_since_case_x","Days_since_first_case","period_in_reverse","Double_time","date_range_label","double_time_label_1","double_time_label_2"
"Mid Sussex",2020-04-03,"03 April","Complete",93,7.14285714285714,66.5714285714286,62.1176093403511,1.96848294855394,14,9.35103796521414,"The total (cumulative) number of cases reported for people with specimens taken by this date (03 April) was 93. A total of 14 patients who had sample specimens taken on this day (representing new cases) were confirmed to have the virus.","The total (cumulative) number of Covid-19 cases per 100,000 population reported to date (03 April) is <b>62</b> cases per 100,000 population. The new cases (swabbed on this date) represent <b>9</b> cases per 100,000 population</p><p><i>Note: the rate per 100,000 is rounded to the nearest whole number, and sometimes this can appear as zero even when there were some cases reported.</i>","The new cases for patients swabbed on this day represent <b>15.1%</b> of the total cumulative number of Covid-19 cases reported up to 03 April (<b>93</b>).","The rolling average number of cumulative cases in the last seven days is <b>67 cases</b>.","The rolling average number of new cases in the last seven days is <b>7  cases</b>.","11-25 cases","6-10 new cases per 100,000",15,23,9,7.05810964077406,"period 9 (02-April-08-April)","This is day 15 since the number of diagnosed cases reached 10 or more. The total (cumulative) number of cases on this day was 93","The doubling time is calculated using data for every 7 day period starting from the latest available complete date (03 June) back to the date on which the first confirmed patient was swabbed for testing. This day is in period 9 (02-April-08-April). At the start of this period, it was estimated that cases could potentially double in 7.1 days."
"Mid Sussex",2020-04-04,"04 April","Complete",104,8.28571428571429,74.8571428571429,69.4648534558765,2.01703333929878,11,7.34724411552539,"The total (cumulative) number of cases reported for people with specimens taken by this date (04 April) was 104. A total of 11 patients who had sample specimens taken on this day (representing new cases) were confirmed to have the virus.","The total (cumulative) number of Covid-19 cases per 100,000 population reported to date (04 April) is <b>69</b> cases per 100,000 population. The new cases (swabbed on this date) represent <b>7</b> cases per 100,000 population</p><p><i>Note: the rate per 100,000 is rounded to the nearest whole number, and sometimes this can appear as zero even when there were some cases reported.</i>","The new cases for patients swabbed on this day represent <b>10.6%</b> of the total cumulative number of Covid-19 cases reported up to 04 April (<b>104</b>).","The rolling average number of cumulative cases in the last seven days is <b>75 cases</b>.","The rolling average number of new cases in the last seven days is <b>8  cases</b>.","11-25 cases","6-10 new cases per 100,000",16,24,9,7.05810964077406,"period 9 (02-April-08-April)","This is day 16 since the number of diagnosed cases reached 10 or more. The total (cumulative) number of cases on this day was 104","The doubling time is calculated using data for every 7 day period starting from the latest available complete date (03 June) back to the date on which the first confirmed patient was swabbed for testing. This day is in period 9 (02-April-08-April). At the start of this period, it was estimated that cases could potentially double in 7.1 days."
"Mid Sussex",2020-04-05,"05 April","Complete",111,8.71428571428571,83.5714285714286,74.1403724384835,2.04532297878666,7,4.67551898260707,"The total (cumulative) number of cases reported for people with specimens taken by this date (05 April) was 111. A total of 7 patients who had sample specimens taken on this day (representing new cases) were confirmed to have the virus.","The total (cumulative) number of Covid-19 cases per 100,000 population reported to date (05 April) is <b>74</b> cases per 100,000 population. The new cases (swabbed on this date) represent <b>5</b> cases per 100,000 population</p><p><i>Note: the rate per 100,000 is rounded to the nearest whole number, and sometimes this can appear as zero even when there were some cases reported.</i>","The new cases for patients swabbed on this day represent <b>6.3%</b> of the total cumulative number of Covid-19 cases reported up to 05 April (<b>111</b>).","The rolling average number of cumulative cases in the last seven days is <b>84 cases</b>.","The rolling average number of new cases in the last seven days is <b>9  cases</b>.","1-10 cases","1-5 new cases per 100,000",17,25,9,7.05810964077406,"period 9 (02-April-08-April)","This is day 17 since the number of diagnosed cases reached 10 or more. The total (cumulative) number of cases on this day was 111","The doubling time is calculated using data for every 7 day period starting from the latest available complete date (03 June) back to the date on which the first confirmed patient was swabbed for testing. This day is in period 9 (02-April-08-April). At the start of this period, it was estimated that cases could potentially double in 7.1 days."
"Mid Sussex",2020-04-06,"06 April","Complete",123,9.42857142857143,93,82.1555478372385,2.0899051114394,12,8.01517539875498,"The total (cumulative) number of cases reported for people with specimens taken by this date (06 April) was 123. A total of 12 patients who had sample specimens taken on this day (representing new cases) were confirmed to have the virus.","The total (cumulative) number of Covid-19 cases per 100,000 population reported to date (06 April) is <b>82</b> cases per 100,000 population. The new cases (swabbed on this date) represent <b>8</b> cases per 100,000 population</p><p><i>Note: the rate per 100,000 is rounded to the nearest whole number, and sometimes this can appear as zero even when there were some cases reported.</i>","The new cases for patients swabbed on this day represent <b>9.8%</b> of the total cumulative number of Covid-19 cases reported up to 06 April (<b>123</b>).","The rolling average number of cumulative cases in the last seven days is <b>93 cases</b>.","The rolling average number of new cases in the last seven days is <b>9  cases</b>.","11-25 cases","6-10 new cases per 100,000",18,26,9,7.05810964077406,"period 9 (02-April-08-April)","This is day 18 since the number of diagnosed cases reached 10 or more. The total (cumulative) number of cases on this day was 123","The doubling time is calculated using data for every 7 day period starting from the latest available complete date (03 June) back to the date on which the first confirmed patient was swabbed for testing. This day is in period 9 (02-April-08-April). At the start of this period, it was estimated that cases could potentially double in 7.1 days."
"Mid Sussex",2020-04-07,"07 April","Complete",136,9.85714285714286,102.857142857143,90.8386545192231,2.13353890837022,13,8.68310668198456,"The total (cumulative) number of cases reported for people with specimens taken by this date (07 April) was 136. A total of 13 patients who had sample specimens taken on this day (representing new cases) were confirmed to have the virus.","The total (cumulative) number of Covid-19 cases per 100,000 population reported to date (07 April) is <b>91</b> cases per 100,000 population. The new cases (swabbed on this date) represent <b>9</b> cases per 100,000 population</p><p><i>Note: the rate per 100,000 is rounded to the nearest whole number, and sometimes this can appear as zero even when there were some cases reported.</i>","The new cases for patients swabbed on this day represent <b>9.6%</b> of the total cumulative number of Covid-19 cases reported up to 07 April (<b>136</b>).","The rolling average number of cumulative cases in the last seven days is <b>103 cases</b>.","The rolling average number of new cases in the last seven days is <b>10  cases</b>.","11-25 cases","6-10 new cases per 100,000",19,27,9,7.05810964077406,"period 9 (02-April-08-April)","This is day 19 since the number of diagnosed cases reached 10 or more. The total (cumulative) number of cases on this day was 136","The doubling time is calculated using data for every 7 day period starting from the latest available complete date (03 June) back to the date on which the first confirmed patient was swabbed for testing. This day is in period 9 (02-April-08-April). At the start of this period, it was estimated that cases could potentially double in 7.1 days."
"Mid Sussex",2020-04-08,"08 April","Complete",145,10.1428571428571,113,96.8500360682893,2.16136800223497,9,6.01138154906623,"The total (cumulative) number of cases reported for people with specimens taken by this date (08 April) was 145. A total of 9 patients who had sample specimens taken on this day (representing new cases) were confirmed to have the virus.","The total (cumulative) number of Covid-19 cases per 100,000 population reported to date (08 April) is <b>97</b> cases per 100,000 population. The new cases (swabbed on this date) represent <b>6</b> cases per 100,000 population</p><p><i>Note: the rate per 100,000 is rounded to the nearest whole number, and sometimes this can appear as zero even when there were some cases reported.</i>","The new cases for patients swabbed on this day represent <b>6.2%</b> of the total cumulative number of Covid-19 cases reported up to 08 April (<b>145</b>).","The rolling average number of cumulative cases in the last seven days is <b>113 cases</b>.","The rolling average number of new cases in the last seven days is <b>10  cases</b>.","1-10 cases","6-10 new cases per 100,000",20,28,9,7.05810964077406,"period 9 (02-April-08-April)","This is day 20 since the number of diagnosed cases reached 10 or more. The total (cumulative) number of cases on this day was 145","The doubling time is calculated using data for every 7 day period starting from the latest available complete date (03 June) back to the date on which the first confirmed patient was swabbed for testing. This day is in period 9 (02-April-08-April). At the start of this period, it was estimated that cases could potentially double in 7.1 days."
"Mid Sussex",2020-04-09,"09 April","Complete",155,10.8571428571429,123.857142857143,103.529348900585,2.19033169817029,10,6.67931283229581,"The total (cumulative) number of cases reported for people with specimens taken by this date (09 April) was 155. A total of 10 patients who had sample specimens taken on this day (representing new cases) were confirmed to have the virus.","The total (cumulative) number of Covid-19 cases per 100,000 population reported to date (09 April) is <b>104</b> cases per 100,000 population. The new cases (swabbed on this date) represent <b>7</b> cases per 100,000 population</p><p><i>Note: the rate per 100,000 is rounded to the nearest whole number, and sometimes this can appear as zero even when there were some cases reported.</i>","The new cases for patients swabbed on this day represent <b>6.5%</b> of the total cumulative number of Covid-19 cases reported up to 09 April (<b>155</b>).","The rolling average number of cumulative cases in the last seven days is <b>124 cases</b>.","The rolling average number of new cases in the last seven days is <b>11  cases</b>.","1-10 cases","6-10 new cases per 100,000",21,29,8,22.5651485429473,"period 8 (09-April-15-April)","This is day 21 since the number of diagnosed cases reached 10 or more. The total (cumulative) number of cases on this day was 155","The doubling time is calculated using data for every 7 day period starting from the latest available complete date (03 June) back to the date on which the first confirmed patient was swabbed for testing. This day is in period 8 (09-April-15-April). At the start of this period, it was estimated that cases could potentially double in 22.6 days."
"Mid Sussex",2020-04-10,"10 April","Complete",168,10.7142857142857,134.571428571429,112.21245558257,2.22530928172586,13,8.68310668198456,"The total (cumulative) number of cases reported for people with specimens taken by this date (10 April) was 168. A total of 13 patients who had sample specimens taken on this day (representing new cases) were confirmed to have the virus.","The total (cumulative) number of Covid-19 cases per 100,000 population reported to date (10 April) is <b>112</b> cases per 100,000 population. The new cases (swabbed on this date) represent <b>9</b> cases per 100,000 population</p><p><i>Note: the rate per 100,000 is rounded to the nearest whole number, and sometimes this can appear as zero even when there were some cases reported.</i>","The new cases for patients swabbed on this day represent <b>7.7%</b> of the total cumulative number of Covid-19 cases reported up to 10 April (<b>168</b>).","The rolling average number of cumulative cases in the last seven days is <b>135 cases</b>.","The rolling average number of new cases in the last seven days is <b>11  cases</b>.","11-25 cases","6-10 new cases per 100,000",22,30,8,22.5651485429473,"period 8 (09-April-15-April)","This is day 22 since the number of diagnosed cases reached 10 or more. The total (cumulative) number of cases on this day was 168","The doubling time is calculated using data for every 7 day period starting from the latest available complete date (03 June) back to the date on which the first confirmed patient was swabbed for testing. This day is in period 8 (09-April-15-April). At the start of this period, it was estimated that cases could potentially double in 22.6 days."
"Mid Sussex",2020-04-11,"11 April","Complete",172,9.71428571428571,144.285714285714,114.884180715488,2.23552844690755,4,2.67172513291833,"The total (cumulative) number of cases reported for people with specimens taken by this date (11 April) was 172. A total of 4 patients who had sample specimens taken on this day (representing new cases) were confirmed to have the virus.","The total (cumulative) number of Covid-19 cases per 100,000 population reported to date (11 April) is <b>115</b> cases per 100,000 population. The new cases (swabbed on this date) represent <b>3</b> cases per 100,000 population</p><p><i>Note: the rate per 100,000 is rounded to the nearest whole number, and sometimes this can appear as zero even when there were some cases reported.</i>","The new cases for patients swabbed on this day represent <b>2.3%</b> of the total cumulative number of Covid-19 cases reported up to 11 April (<b>172</b>).","The rolling average number of cumulative cases in the last seven days is <b>144 cases</b>.","The rolling average number of new cases in the last seven days is <b>10  cases</b>.","1-10 cases","1-5 new cases per 100,000",23,31,8,22.5651485429473,"period 8 (09-April-15-April)","This is day 23 since the number of diagnosed cases reached 10 or more. The total (cumulative) number of cases on this day was 172","The doubling time is calculated using data for every 7 day period starting from the latest available complete date (03 June) back to the date on which the first confirmed patient was swabbed for testing. This day is in period 8 (09-April-15-April). At the start of this period, it was estimated that cases could potentially double in 22.6 days."
"Mid Sussex",2020-04-12,"12 April","Complete",176,9.28571428571429,153.571428571429,117.555905848406,2.24551266781415,4,2.67172513291833,"The total (cumulative) number of cases reported for people with specimens taken by this date (12 April) was 176. A total of 4 patients who had sample specimens taken on this day (representing new cases) were confirmed to have the virus.","The total (cumulative) number of Covid-19 cases per 100,000 population reported to date (12 April) is <b>118</b> cases per 100,000 population. The new cases (swabbed on this date) represent <b>3</b> cases per 100,000 population</p><p><i>Note: the rate per 100,000 is rounded to the nearest whole number, and sometimes this can appear as zero even when there were some cases reported.</i>","The new cases for patients swabbed on this day represent <b>2.3%</b> of the total cumulative number of Covid-19 cases reported up to 12 April (<b>176</b>).","The rolling average number of cumulative cases in the last seven days is <b>154 cases</b>.","The rolling average number of new cases in the last seven days is <b>9  cases</b>.","1-10 cases","1-5 new cases per 100,000",24,32,8,22.5651485429473,"period 8 (09-April-15-April)","This is day 24 since the number of diagnosed cases reached 10 or more. The total (cumulative) number of cases on this day was 176","The doubling time is calculated using data for every 7 day period starting from the latest available complete date (03 June) back to the date on which the first confirmed patient was swabbed for testing. This day is in period 8 (09-April-15-April). At the start of this period, it was estimated that cases could potentially double in 22.6 days."
"Mid Sussex",2020-04-13,"13 April","Complete",182,8.42857142857143,162,121.563493547784,2.26007138798507,6,4.00758769937749,"The total (cumulative) number of cases reported for people with specimens taken by this date (13 April) was 182. A total of 6 patients who had sample specimens taken on this day (representing new cases) were confirmed to have the virus.","The total (cumulative) number of Covid-19 cases per 100,000 population reported to date (13 April) is <b>122</b> cases per 100,000 population. The new cases (swabbed on this date) represent <b>4</b> cases per 100,000 population</p><p><i>Note: the rate per 100,000 is rounded to the nearest whole number, and sometimes this can appear as zero even when there were some cases reported.</i>","The new cases for patients swabbed on this day represent <b>3.3%</b> of the total cumulative number of Covid-19 cases reported up to 13 April (<b>182</b>).","The rolling average number of cumulative cases in the last seven days is <b>162 cases</b>.","The rolling average number of new cases in the last seven days is <b>8  cases</b>.","1-10 cases","1-5 new cases per 100,000",25,33,8,22.5651485429473,"period 8 (09-April-15-April)","This is day 25 since the number of diagnosed cases reached 10 or more. The total (cumulative) number of cases on this day was 182","The doubling time is calculated using data for every 7 day period starting from the latest available complete date (03 June) back to the date on which the first confirmed patient was swabbed for testing. This day is in period 8 (09-April-15-April). At the start of this period, it was estimated that cases could potentially double in 22.6 days."
"Mid Sussex",2020-04-14,"14 April","Complete",185,7,169,123.567287397473,2.26717172840301,3,2.00379384968874,"The total (cumulative) number of cases reported for people with specimens taken by this date (14 April) was 185. A total of 3 patients who had sample specimens taken on this day (representing new cases) were confirmed to have the virus.","The total (cumulative) number of Covid-19 cases per 100,000 population reported to date (14 April) is <b>124</b> cases per 100,000 population. The new cases (swabbed on this date) represent <b>2</b> cases per 100,000 population</p><p><i>Note: the rate per 100,000 is rounded to the nearest whole number, and sometimes this can appear as zero even when there were some cases reported.</i>","The new cases for patients swabbed on this day represent <b>1.6%</b> of the total cumulative number of Covid-19 cases reported up to 14 April (<b>185</b>).","The rolling average number of cumulative cases in the last seven days is <b>169 cases</b>.","The rolling average number of new cases in the last seven days is <b>7  cases</b>.","1-10 cases","1-5 new cases per 100,000",26,34,8,22.5651485429473,"period 8 (09-April-15-April)","This is day 26 since the number of diagnosed cases reached 10 or more. The total (cumulative) number of cases on this day was 185","The doubling time is calculated using data for every 7 day period starting from the latest available complete date (03 June) back to the date on which the first confirmed patient was swabbed for testing. This day is in period 8 (09-April-15-April). At the start of this period, it was estimated that cases could potentially double in 22.6 days."
"Mid Sussex",2020-04-15,"15 April","Complete",190,6.42857142857143,175.428571428571,126.90694381362,2.27875360095283,5,3.33965641614791,"The total (cumulative) number of cases reported for people with specimens taken by this date (15 April) was 190. A total of 5 patients who had sample specimens taken on this day (representing new cases) were confirmed to have the virus.","The total (cumulative) number of Covid-19 cases per 100,000 population reported to date (15 April) is <b>127</b> cases per 100,000 population. The new cases (swabbed on this date) represent <b>3</b> cases per 100,000 population</p><p><i>Note: the rate per 100,000 is rounded to the nearest whole number, and sometimes this can appear as zero even when there were some cases reported.</i>","The new cases for patients swabbed on this day represent <b>2.6%</b> of the total cumulative number of Covid-19 cases reported up to 15 April (<b>190</b>).","The rolling average number of cumulative cases in the last seven days is <b>175 cases</b>.","The rolling average number of new cases in the last seven days is <b>6  cases</b>.","1-10 cases","1-5 new cases per 100,000",27,35,8,22.5651485429473,"period 8 (09-April-15-April)","This is day 27 since the number of diagnosed cases reached 10 or more. The total (cumulative) number of cases on this day was 190","The doubling time is calculated using data for every 7 day period starting from the latest available complete date (03 June) back to the date on which the first confirmed patient was swabbed for testing. This day is in period 8 (09-April-15-April). At the start of this period, it was estimated that cases could potentially double in 22.6 days."
"Mid Sussex",2020-04-16,"16 April","Complete",198,6.14285714285714,181.571428571429,132.250394079457,2.29666519026153,8,5.34345026583665,"The total (cumulative) number of cases reported for people with specimens taken by this date (16 April) was 198. A total of 8 patients who had sample specimens taken on this day (representing new cases) were confirmed to have the virus.","The total (cumulative) number of Covid-19 cases per 100,000 population reported to date (16 April) is <b>132</b> cases per 100,000 population. The new cases (swabbed on this date) represent <b>5</b> cases per 100,000 population</p><p><i>Note: the rate per 100,000 is rounded to the nearest whole number, and sometimes this can appear as zero even when there were some cases reported.</i>","The new cases for patients swabbed on this day represent <b>4%</b> of the total cumulative number of Covid-19 cases reported up to 16 April (<b>198</b>).","The rolling average number of cumulative cases in the last seven days is <b>182 cases</b>.","The rolling average number of new cases in the last seven days is <b>6  cases</b>.","1-10 cases","1-5 new cases per 100,000",28,36,7,38.408524437358,"period 7 (16-April-22-April)","This is day 28 since the number of diagnosed cases reached 10 or more. The total (cumulative) number of cases on this day was 198","The doubling time is calculated using data for every 7 day period starting from the latest available complete date (03 June) back to the date on which the first confirmed patient was swabbed for testing. This day is in period 7 (16-April-22-April). At the start of this period, it was estimated that cases could potentially double in 38.4 days."
"Mid Sussex",2020-04-17,"17 April","Complete",208,5.71428571428571,187.285714285714,138.929706911753,2.31806333496276,10,6.67931283229581,"The total (cumulative) number of cases reported for people with specimens taken by this date (17 April) was 208. A total of 10 patients who had sample specimens taken on this day (representing new cases) were confirmed to have the virus.","The total (cumulative) number of Covid-19 cases per 100,000 population reported to date (17 April) is <b>139</b> cases per 100,000 population. The new cases (swabbed on this date) represent <b>7</b> cases per 100,000 population</p><p><i>Note: the rate per 100,000 is rounded to the nearest whole number, and sometimes this can appear as zero even when there were some cases reported.</i>","The new cases for patients swabbed on this day represent <b>4.8%</b> of the total cumulative number of Covid-19 cases reported up to 17 April (<b>208</b>).","The rolling average number of cumulative cases in the last seven days is <b>187 cases</b>.","The rolling average number of new cases in the last seven days is <b>6  cases</b>.","1-10 cases","6-10 new cases per 100,000",29,37,7,38.408524437358,"period 7 (16-April-22-April)","This is day 29 since the number of diagnosed cases reached 10 or more. The total (cumulative) number of cases on this day was 208","The doubling time is calculated using data for every 7 day period starting from the latest available complete date (03 June) back to the date on which the first confirmed patient was swabbed for testing. This day is in period 7 (16-April-22-April). At the start of this period, it was estimated that cases could potentially double in 38.4 days."
"Mid Sussex",2020-04-18,"18 April","Complete",214,6,193.285714285714,142.93729461113,2.33041377334919,6,4.00758769937749,"The total (cumulative) number of cases reported for people with specimens taken by this date (18 April) was 214. A total of 6 patients who had sample specimens taken on this day (representing new cases) were confirmed to have the virus.","The total (cumulative) number of Covid-19 cases per 100,000 population reported to date (18 April) is <b>143</b> cases per 100,000 population. The new cases (swabbed on this date) represent <b>4</b> cases per 100,000 population</p><p><i>Note: the rate per 100,000 is rounded to the nearest whole number, and sometimes this can appear as zero even when there were some cases reported.</i>","The new cases for patients swabbed on this day represent <b>2.8%</b> of the total cumulative number of Covid-19 cases reported up to 18 April (<b>214</b>).","The rolling average number of cumulative cases in the last seven days is <b>193 cases</b>.","The rolling average number of new cases in the last seven days is <b>6  cases</b>.","1-10 cases","1-5 new cases per 100,000",30,38,7,38.408524437358,"period 7 (16-April-22-April)","This is day 30 since the number of diagnosed cases reached 10 or more. The total (cumulative) number of cases on this day was 214","The doubling time is calculated using data for every 7 day period starting from the latest available complete date (03 June) back to the date on which the first confirmed patient was swabbed for testing. This day is in period 7 (16-April-22-April). At the start of this period, it was estimated that cases could potentially double in 38.4 days."
"Mid Sussex",2020-04-19,"19 April","Complete",215,5.57142857142857,198.857142857143,143.60522589436,2.33243845991561,1,0.667931283229581,"The total (cumulative) number of cases reported for people with specimens taken by this date (19 April) was 215. A total of 1 patients who had sample specimens taken on this day (representing new cases) were confirmed to have the virus.","The total (cumulative) number of Covid-19 cases per 100,000 population reported to date (19 April) is <b>144</b> cases per 100,000 population. The new cases (swabbed on this date) represent <b>1</b> cases per 100,000 population</p><p><i>Note: the rate per 100,000 is rounded to the nearest whole number, and sometimes this can appear as zero even when there were some cases reported.</i>","The new cases for patients swabbed on this day represent <b>0.5%</b> of the total cumulative number of Covid-19 cases reported up to 19 April (<b>215</b>).","The rolling average number of cumulative cases in the last seven days is <b>199 cases</b>.","The rolling average number of new cases in the last seven days is <b>6  cases</b>.","1-10 cases","1-5 new cases per 100,000",31,39,7,38.408524437358,"period 7 (16-April-22-April)","This is day 31 since the number of diagnosed cases reached 10 or more. The total (cumulative) number of cases on this day was 215","The doubling time is calculated using data for every 7 day period starting from the latest available complete date (03 June) back to the date on which the first confirmed patient was swabbed for testing. This day is in period 7 (16-April-22-April). At the start of this period, it was estimated that cases could potentially double in 38.4 days."
"Mid Sussex",2020-04-20,"20 April","Complete",217,5,203.857142857143,144.941088460819,2.33645973384853,2,1.33586256645916,"The total (cumulative) number of cases reported for people with specimens taken by this date (20 April) was 217. A total of 2 patients who had sample specimens taken on this day (representing new cases) were confirmed to have the virus.","The total (cumulative) number of Covid-19 cases per 100,000 population reported to date (20 April) is <b>145</b> cases per 100,000 population. The new cases (swabbed on this date) represent <b>1</b> cases per 100,000 population</p><p><i>Note: the rate per 100,000 is rounded to the nearest whole number, and sometimes this can appear as zero even when there were some cases reported.</i>","The new cases for patients swabbed on this day represent <b>0.9%</b> of the total cumulative number of Covid-19 cases reported up to 20 April (<b>217</b>).","The rolling average number of cumulative cases in the last seven days is <b>204 cases</b>.","The rolling average number of new cases in the last seven days is <b>5  cases</b>.","1-10 cases","1-5 new cases per 100,000",32,40,7,38.408524437358,"period 7 (16-April-22-April)","This is day 32 since the number of diagnosed cases reached 10 or more. The total (cumulative) number of cases on this day was 217","The doubling time is calculated using data for every 7 day period starting from the latest available complete date (03 June) back to the date on which the first confirmed patient was swabbed for testing. This day is in period 7 (16-April-22-April). At the start of this period, it was estimated that cases could potentially double in 38.4 days."
"Mid Sussex",2020-04-21,"21 April","Complete",221,5.14285714285714,209,147.612813593737,2.34439227368511,4,2.67172513291833,"The total (cumulative) number of cases reported for people with specimens taken by this date (21 April) was 221. A total of 4 patients who had sample specimens taken on this day (representing new cases) were confirmed to have the virus.","The total (cumulative) number of Covid-19 cases per 100,000 population reported to date (21 April) is <b>148</b> cases per 100,000 population. The new cases (swabbed on this date) represent <b>3</b> cases per 100,000 population</p><p><i>Note: the rate per 100,000 is rounded to the nearest whole number, and sometimes this can appear as zero even when there were some cases reported.</i>","The new cases for patients swabbed on this day represent <b>1.8%</b> of the total cumulative number of Covid-19 cases reported up to 21 April (<b>221</b>).","The rolling average number of cumulative cases in the last seven days is <b>209 cases</b>.","The rolling average number of new cases in the last seven days is <b>5  cases</b>.","1-10 cases","1-5 new cases per 100,000",33,41,7,38.408524437358,"period 7 (16-April-22-April)","This is day 33 since the number of diagnosed cases reached 10 or more. The total (cumulative) number of cases on this day was 221","The doubling time is calculated using data for every 7 day period starting from the latest available complete date (03 June) back to the date on which the first confirmed patient was swabbed for testing. This day is in period 7 (16-April-22-April). At the start of this period, it was estimated that cases could potentially double in 38.4 days."
"Mid Sussex",2020-04-22,"22 April","Complete",224,4.85714285714286,213.857142857143,149.616607443426,2.35024801833416,3,2.00379384968874,"The total (cumulative) number of cases reported for people with specimens taken by this date (22 April) was 224. A total of 3 patients who had sample specimens taken on this day (representing new cases) were confirmed to have the virus.","The total (cumulative) number of Covid-19 cases per 100,000 population reported to date (22 April) is <b>150</b> cases per 100,000 population. The new cases (swabbed on this date) represent <b>2</b> cases per 100,000 population</p><p><i>Note: the rate per 100,000 is rounded to the nearest whole number, and sometimes this can appear as zero even when there were some cases reported.</i>","The new cases for patients swabbed on this day represent <b>1.3%</b> of the total cumulative number of Covid-19 cases reported up to 22 April (<b>224</b>).","The rolling average number of cumulative cases in the last seven days is <b>214 cases</b>.","The rolling average number of new cases in the last seven days is <b>5  cases</b>.","1-10 cases","1-5 new cases per 100,000",34,42,7,38.408524437358,"period 7 (16-April-22-April)","This is day 34 since the number of diagnosed cases reached 10 or more. The total (cumulative) number of cases on this day was 224","The doubling time is calculated using data for every 7 day period starting from the latest available complete date (03 June) back to the date on which the first confirmed patient was swabbed for testing. This day is in period 7 (16-April-22-April). At the start of this period, it was estimated that cases could potentially double in 38.4 days."
"Mid Sussex",2020-04-23,"23 April","Complete",232,4.85714285714286,218.714285714286,154.960057709263,2.3654879848909,8,5.34345026583665,"The total (cumulative) number of cases reported for people with specimens taken by this date (23 April) was 232. A total of 8 patients who had sample specimens taken on this day (representing new cases) were confirmed to have the virus.","The total (cumulative) number of Covid-19 cases per 100,000 population reported to date (23 April) is <b>155</b> cases per 100,000 population. The new cases (swabbed on this date) represent <b>5</b> cases per 100,000 population</p><p><i>Note: the rate per 100,000 is rounded to the nearest whole number, and sometimes this can appear as zero even when there were some cases reported.</i>","The new cases for patients swabbed on this day represent <b>3.4%</b> of the total cumulative number of Covid-19 cases reported up to 23 April (<b>232</b>).","The rolling average number of cumulative cases in the last seven days is <b>219 cases</b>.","The rolling average number of new cases in the last seven days is <b>5  cases</b>.","1-10 cases","1-5 new cases per 100,000",35,43,6,38.7156097226379,"period 6 (23-April-29-April)","This is day 35 since the number of diagnosed cases reached 10 or more. The total (cumulative) number of cases on this day was 232","The doubling time is calculated using data for every 7 day period starting from the latest available complete date (03 June) back to the date on which the first confirmed patient was swabbed for testing. This day is in period 6 (23-April-29-April). At the start of this period, it was estimated that cases could potentially double in 38.7 days."
"Mid Sussex",2020-04-24,"24 April","Complete",240,4.57142857142857,223.285714285714,160.3035079751,2.38021124171161,8,5.34345026583665,"The total (cumulative) number of cases reported for people with specimens taken by this date (24 April) was 240. A total of 8 patients who had sample specimens taken on this day (representing new cases) were confirmed to have the virus.","The total (cumulative) number of Covid-19 cases per 100,000 population reported to date (24 April) is <b>160</b> cases per 100,000 population. The new cases (swabbed on this date) represent <b>5</b> cases per 100,000 population</p><p><i>Note: the rate per 100,000 is rounded to the nearest whole number, and sometimes this can appear as zero even when there were some cases reported.</i>","The new cases for patients swabbed on this day represent <b>3.3%</b> of the total cumulative number of Covid-19 cases reported up to 24 April (<b>240</b>).","The rolling average number of cumulative cases in the last seven days is <b>223 cases</b>.","The rolling average number of new cases in the last seven days is <b>5  cases</b>.","1-10 cases","1-5 new cases per 100,000",36,44,6,38.7156097226379,"period 6 (23-April-29-April)","This is day 36 since the number of diagnosed cases reached 10 or more. The total (cumulative) number of cases on this day was 240","The doubling time is calculated using data for every 7 day period starting from the latest available complete date (03 June) back to the date on which the first confirmed patient was swabbed for testing. This day is in period 6 (23-April-29-April). At the start of this period, it was estimated that cases could potentially double in 38.7 days."
"Mid Sussex",2020-04-25,"25 April","Complete",244,4.28571428571429,227.571428571429,162.975233108018,2.38738982633873,4,2.67172513291833,"The total (cumulative) number of cases reported for people with specimens taken by this date (25 April) was 244. A total of 4 patients who had sample specimens taken on this day (representing new cases) were confirmed to have the virus.","The total (cumulative) number of Covid-19 cases per 100,000 population reported to date (25 April) is <b>163</b> cases per 100,000 population. The new cases (swabbed on this date) represent <b>3</b> cases per 100,000 population</p><p><i>Note: the rate per 100,000 is rounded to the nearest whole number, and sometimes this can appear as zero even when there were some cases reported.</i>","The new cases for patients swabbed on this day represent <b>1.6%</b> of the total cumulative number of Covid-19 cases reported up to 25 April (<b>244</b>).","The rolling average number of cumulative cases in the last seven days is <b>228 cases</b>.","The rolling average number of new cases in the last seven days is <b>4  cases</b>.","1-10 cases","1-5 new cases per 100,000",37,45,6,38.7156097226379,"period 6 (23-April-29-April)","This is day 37 since the number of diagnosed cases reached 10 or more. The total (cumulative) number of cases on this day was 244","The doubling time is calculated using data for every 7 day period starting from the latest available complete date (03 June) back to the date on which the first confirmed patient was swabbed for testing. This day is in period 6 (23-April-29-April). At the start of this period, it was estimated that cases could potentially double in 38.7 days."
